"","review_dataset.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3431"," bought  orange  xxs petite   cream   xsp       xxs",0,1,0,0,1,0,1,0,0,1
"3432","",0,0,0,0,0,0,0,0,0,0
"3433","   swing style     tent  material   cream  fairly sheer   found hanging threads    suspect seams   effects   lost    fabric   skew  school maternity  summation mine   back",1,1,1,2,2,2,1,3,3,3
"3434","  love  boho style          pretty  pairs   skinny jeans leggings sandals boots  booties   bought    orange color      burnt orange   perfect  fall   run big    style    size     room  hide flaws  reference im   bought  pm  needed  ps   recievied tons  compliments  im thinking    silver  ",0,2,1,1,3,1,0,2,2,3
"3435"," wanted  love  dress       beautiful    fit   length  neckline         petite  im   dd   top   dress runs smalltight    needed       bra",0,1,0,0,2,0,0,1,0,3
"3436"," length   regular    floorwith  petite   ankles  print  beautiful     photo  flowed nicely       fabric       design         figure  ",0,0,0,0,1,0,0,0,0,1
"3437"," love  tunic     comfortable   great  leggings  boots  perfect fall ",0,1,0,0,2,1,0,1,1,2
"3438","     layering piece    leggings  skinny jean  cover  backside     swingy top  agree    run large       flowy   love   cream   litttle  sheer   expected  im wearing  cami underneath   taller   helps        tent  made     thought      website model photo     coupon   easy  pain   price   top ",0,4,0,1,2,1,1,2,1,5
"3439"," piece didnt make sense      bc im  yankee fan   reminded    high end baseball jersey   sheer   didnt    office    dressy  casual wear    back",0,0,0,0,0,0,0,1,1,1
"3440"," visited  local retailer store  purchase  dress  left     tunics  love browsing  retailer store   feast   sensesthe pavin buttyondown tunics    appealing  personall  feel  due   color  pattern    burned orange feels  country  fall  pastel grey  feels spring    elegant   white  feels  summer     cute oni  size      oversize flowing lookthis",0,2,0,0,3,1,0,1,1,5
"3441"," shirt   small          sizing        sizes    comfortable fit dont waste  time   shirt   shame      cute",0,1,2,1,0,1,0,0,3,1
"3442"," fell  love   skirt      display     store order   xspetite     perfect lightweight summer skirt       arrived today     bit underwhelmed      fit     kind   thick linencottony material   didnt lay   bunching    sides     didnt find    flattering   stars  print  whimsy  charm   stars  actual fit  alas   ",0,2,0,0,4,1,0,2,1,7
"3443"," fell  love   poncho   sight  colors  neutral     worn   lot im  typical     run large         perfect long   cover leggings  great     seasons ive worn     times  purchase   compliments  time",0,4,0,0,2,2,0,3,2,2
"3444"," love ag jeans    fabulous        ag jeans fit  hold   time    pair  purchased  royal blue color   store  held  shape  day   super comfy  decided  purchased   pairs   online sale       wearing    long time",0,3,0,0,1,1,0,0,0,3
"3445"," love   white  beige        forgiving  people  cellulite love love  fit highly recommend im         fit        youre   size   love  fit       beige  white highly recommend hit   ankle    ",1,1,0,0,2,0,0,3,1,4
"3446","im super happy   dress  extremely  made  light  comfortable   shoulder cutouts  tastefully   dress  cotton  doesnt  cheap   casual      rare finds    great dressed      absolutely work  seasons  leggings  bootsbooties  bare legs  sandals  spring     feel   runs   large     cotton        shrinking  wash",0,1,0,0,1,0,0,2,1,2
"3447","  online   person material makes     puffy",0,0,0,0,0,0,0,0,1,0
"3448","  poncho  christmas  loved   moment       box great quality   great   wrong   purchase",0,0,0,0,0,0,0,0,1,0
"3449"," ordered  vest  xxs      xs      bit   tighter fit    loose vest    vest looked   large     incredibly loose   looser      picture    arm holes  huge    looked  big  artfully drapey",0,0,0,0,0,0,0,0,0,0
"3450","  wanted     soft  cozy   nice shade  blue     positives end  ordered  xs    huge wide shapeless    long im lbs        petite im    worth  price    imagine  thin material losing  shape   stretched ",1,1,0,0,0,2,0,0,1,2
"3451"," absolutely love ag stevie ankle jeans       colors im   shorter side   terms  length im   wear   regular jeans  fabric  comfy  stretchy   range  colors  great  wardrobe diversity  mixing  matching   style   absolute favorite  ag jeans    pricier side   bought   pair    convert  opposed   brands  find     worthwhile investment  ",1,0,0,1,2,0,0,2,2,4
"3452","    weigh     medium fit  perfectly hit     knee cap  cottonlinen    prone  wrinkles   thought     double lined made   quality fabric thicker     breathable     holds   kansas citys  degree summers    mids    fine id  recommend  skirt   thing   skirt  missing  pockets",1,3,0,1,0,1,0,3,2,2
"3453"," vest   great fall item  asymmetrical design  unusual buttons  give  interest     black   wear  open  closed   cute appears   high quality",0,0,0,0,0,2,0,1,3,2
"3454"," bought  dress   love  cutout shoulder     wanting  find    trend  id feel comfortable wearing  dress fits    shoulder cutout    trendy   love  classic navy color   originally hesitant  buy     slub material   ive  thought    cheaper thin cotton  slub   substantial   slub tops ive      happy      made  slub",1,2,0,0,2,1,0,2,2,6
"3455","    shirt   year   love     wait    dress  didnt  make   petite   work   tailoring  petite sizing esp   runs   big side    ideal love  navy    white     colors  petite    shirt dresses  general  ",0,2,0,0,2,0,0,2,1,3
"3456","      cold shoulder dress     havent    find      ordered   picked     local store    comfortable     big     washed  dried      shrink     fit   love  open shoulders  wore   gray tights  gray boots  valentines day    perfect   cold winter weather      bit overpriced    love    nice",1,2,2,1,2,3,0,2,3,4
"3457"," noticed half   reviews     women   slimstraight andor petite figure fitandflare dresses simply   work      entire purpose   flare shape   hip     large  women  wider hips",0,0,0,0,0,0,0,0,0,1
"3458","",0,0,0,0,0,0,0,0,0,0
"3459","   found  perfect         baby  hard  find  dress  fits   curvy shape     weight fell   hips  bust    dress   tad long",1,3,1,1,4,2,1,3,3,5
"3460"," sweet color       soft material  generously sized  cut  meant   comfy ",0,1,0,0,1,0,1,1,0,1
"3461","cute colored jeans  ordered  sky color    arrived   color   medium moss green color   color  beautiful   expecting  light blue  sadly  returned ",0,1,0,0,2,2,0,1,1,4
"3462"," love  jeans   dress    ",0,0,0,0,1,0,0,0,0,1
"3463","bought   store   worn    flattering   maintained  shape   day im    wear   inseam    perfect ankle length im tempted  buy  color",0,2,0,0,2,1,0,2,2,4
"3464"," bought  skirt   usual xxs petite   waist    small     pull  skirt     returned",0,0,0,0,0,0,0,1,1,2
"3465","love  pair  ag stevies",0,0,0,0,1,0,0,0,0,1
"3466"," purchased  dress  white    happy   fit  design   fancy    casual  easy  dress       worn   occasions  fit  great         lose   belly    fine      hanging feel   fitted feel  comfortable   evening ",2,3,2,2,3,3,1,2,3,3
"3467"," vest   nice  fashionable  stylish     lot     itchy  opening   front didnt    close   buttons       totally wear  stylish vest       functional    cold   itchiness     dont wear wool    ultra soft  mixed  cashmere     imaging wearing  vest    itchy  ruin   good thing",0,1,0,1,1,1,1,2,3,2
"3468"," ag stevie ankle jeans    cottontthe rest   lyocell  rayon  polyester   polyurethane result thin  clingy jeans  show  lump  stretch  ",0,1,0,0,0,0,0,1,1,1
"3469","",0,0,0,0,0,0,0,0,0,0
"3470","   longer   lovely ags  twill      cotton  modal  pu   ag   stopped making denim  corduroy   cotton     stevies",0,1,0,0,1,1,1,1,0,1
"3471","",0,0,0,0,0,0,0,0,0,0
"3472","im      great choice      soft  thin pants  feel  pjs ",0,0,0,0,0,0,0,0,0,1
"3473","           hanger          short    wear  bare legs    ride     great  boots  tights  love  raw edges   striped aline part    worn  belted       cute ",0,0,0,0,1,1,0,1,2,2
"3474"," colors  amazing  fabric  beautiful    complaint   cut     lb    medium  put  sweater    armhole area  short    riding    fit   petite   higher cut  waist tailoring    sweater color  fabric    exchanged   large",1,0,0,0,1,0,0,0,1,1
"3475"," pants  perfect   amazingly comfortable  soft    wear    time im       shorter jeans  wear  ankle booties    pretty tough  ordered  petite   description   inseam     dont    true   fall    ankle       inseam    great length   dont   hem  leg opening isnt  big    roll  upcuff   ",0,3,0,0,3,2,1,3,3,3
"3476"," loved  blue brocade     unusual paired   top  brings   formal fabric     wear   dinner    pop  extra color   ribbon  biggest fear ordering online    top   cheap  fortunately  doesnt  top   dress  fitted  wore  usual size   didnt expect    skirt   poofs   lot   ribbon  runs    bust  photo online shows  li",2,3,0,1,1,1,2,4,4,7
"3477","  thing   pants   material    expecting  bleached denimmaterial            extremely soft    give         stretch   wearing   guaranteed   tag       rigid material  pants  show stretching       knee area   photo     shortsized pants  regular fit  fit  regular nonankle pants ",0,1,0,0,0,0,0,1,1,0
"3478"," purchased  jeans     sale   figured theyd   good alt    white denim jeans     exceeded  expectations  fav jeans period im      long torso   west size   athletic  curvy  petite jeans dont  work        cut  fit",0,3,0,0,2,0,1,2,0,3
"3479","  excited  find   sale    love baily   designs   simple beautiful  comfortable         baily  dresses    perfect     pounds   bra size    usual size xs unlike   baily  dresses      relaxed fit  top     form fitting layer  shows   curves   bottom  personally dont    short    plan  wear tights   pi",0,5,0,0,5,1,1,6,2,7
"3480","love love love      whim  returning  shipped item  gorgeous  incredibly flattering runs large  drapey     good   normal size    synch  waist     size     large   bust size   isnt  issue   run  ",0,2,0,0,5,0,2,1,1,4
"3481","",0,0,0,0,0,0,0,0,0,0
"3482"," quickly   great staple  work  pair   bodycon pants leggings skinny jeans     unique   professional",0,0,0,0,0,0,1,1,0,2
"3483"," dress    crazy beautiful color  picture doesnt   justice  ordered          love   color   bright   fabric  nice    didnt find  flattering    slip wasnt  nicest  completely   deal breaker  didnt    overly flattering   model     hoping   miracle             cut           tru",1,2,0,1,5,1,3,3,2,8
"3484"," jeans  great    fit great   dress    wedges  throw    flip flops     comfortable  ive   compliments ",0,0,0,0,0,0,0,0,0,0
"3485","   find       buy    turns     disappointment    neckline   shirt  absolutely beautiful  super flattering       things  made      shirt        shirt  super boxy  runs large   recommend sizing             larger chest    worth ordering  regular size    buttons wont pull   ch",0,1,2,0,2,1,1,2,1,5
"3486"," dress  great onfeminine  swishy color  bright   underslip  nicely attached   appreciateno fighting  straps   ordered       lb dd    fits   dream  extra  lbs  support  lots  food    tummy   give   idea   shape",2,0,0,0,1,0,0,1,2,3
"3487"," love love love  dress  fits perfectly   comfortable    dressed      compliments    time  wear ",1,1,0,0,1,0,0,1,2,1
"3488","    expecting  pleasantly surprised   envisioning   structuredtailored trouser    closer  leggings albeit  substantial   real pant touches   zipbutton front  faux pockets  theyre form fitting soft  supportive stretchy incredibly comfortable  tts  im  pretty legit   pants      perfect   rise coming    belly button   ill grab  pair   theyre ",2,5,1,1,3,1,1,4,2,4
"3489","im bought  dress   weeks pregnant   loving   top drapes    formfitting   show    bump ive received   compliments  skirt  short   love  makes legs  great  tights  sized       room  grow",0,2,0,0,3,0,0,4,0,5
"3490"," ordered  dress  wear   summer wedding  san francisco      sleeves          found      snug  realized    slip     tight     dress    helps  smooth   bumps   drop waist style  skims  torso  flares  prettily     complimentary beautiful color  made  pleased     comfortable  perfect   wedding",0,1,0,0,4,0,1,3,2,4
"3491","im   curvy body shape bought size         bit loose turns      size   beautiful detail  amazing fabric     crop tank top   inside  lace blouse",1,1,0,1,1,1,0,2,1,4
"3492"," decided  splurge     spend    pair  jeans      sale  decided        glad    mother   customer  life  jeans        wear  size     jeans  wear     brand         nervous  previous reviewers     website  decided        mother brand       fit great",0,3,0,1,2,1,0,2,3,3
"3493","love  layered turtleneck dress super cute  super comfy love  contrastin pattern  fabric   top half   skirt   skirt   hip hugging  shown   photo   result  flattering  wore   work  sweater tights  boots winter  seattle  felt completely put ",0,2,0,0,2,0,0,1,0,5
"3494"," love  pattern  style   top    flattering cut      short     small  fits   issue sadly     return ",1,1,0,0,2,1,0,1,3,3
"3495","  loved  online     pretty floral pattern   person     disappointment  quality   fabric   fit    poor",0,1,1,0,1,1,0,1,1,2
"3496","  photos     tank underneath        shirt   wearing  medium   reference  measurements  ",0,0,0,0,0,0,0,0,0,0
"3497","   amazing top fits perfectly beautiful detail  amazing fabric    back   site     order     colors      navy dont hesitate  buy ",1,1,0,0,1,0,0,1,1,2
"3498","      vest   store  mom  gave        practically forced   buy   wasnt     home   discovered  versatility      beginning  june  havent    wear    fall  quickly approaching       ten outfits  wear    classy   dress   outfit",0,2,0,1,0,1,0,1,3,1
"3499","beautiful color  flattering fit    bought  size    fits    lb frame perfectly  love    sleeves  worries  upper arms   light  silky      made  silk   elegant  casual    time  versatile   wear     weddings  summer   make  work   office  love  worth  penny",1,1,0,0,4,0,0,1,2,6
"3500","unlike     reviewers  found  dress   true  size post pregnancy      top      bottom ordered      perfect  lbs      im long waisted   waistline hits    rib cage",0,3,1,0,2,2,0,3,3,3
"3501","",0,0,0,0,0,0,0,0,0,0
"3502"," colors materials  quality  wonderful    wearing    winter  summer  fact    lovely  sun kissed skin",0,2,0,0,3,1,3,4,0,3
"3503","",0,0,0,0,0,0,0,0,0,0
"3504"," thing  top portion appeared    knit   pictures online howeve",0,1,0,0,0,0,0,1,0,1
"3505","  great  fit tts  im     denim brands    size    material   give  doesnt stretch   color   super white     wear    colder weather season         longer    shown   model  find   comfortable",0,1,0,0,1,0,0,2,1,2
"3506"," love  dress    comfortable  easy  wear     wear   work   nice  stylish   nice   isnt  heavy   turtleneck   warm ",0,0,0,0,1,0,0,1,1,1
"3507","im  curvy size    pants fit ",0,0,0,0,0,0,0,0,0,0
"3508","beautifully ",0,0,0,0,0,0,0,0,0,0
"3509","theyre  fairly narrow cropped leg   slight flare im happy  ordering  pair",0,1,0,0,1,0,0,2,0,2
"3510","nice soft jeans cute style       themthey    small       ive gained weight   dont         size  pair  pants today   ordered  size    jeans   zipped    snug   waist   honestly          selling  quickly   doubt ill      size   ",1,1,2,3,1,3,1,2,4,2
"3511","    small waist      fine   dont fit  body type",0,0,0,0,0,0,0,0,1,0
"3512","    light flowy dress  lining   fitted   dress    fitted    nice flow  hits    thigh area  flowing  plan  wear   workthe color   bright  pretty",0,2,0,0,1,0,0,2,1,2
"3513"," top  lovely  fits   crop top   im  shortwaisted  wore   highwaisted jeans   tugging    day      work    skirt  colors  beautiful     nice retro vibe recommended   dont mind  crop factor",1,2,0,0,2,1,1,2,1,3
"3514"," ordered    black friday sale  reviewer mentions   fabric  thin   ordered     design  unique     bailey  dress  felt   knew   expect  quality   arrived   pleasantly surprised   thick  fabric    quality    dress   style  unique  flattering      hits  inches   knee    wear   work  knee boots",0,1,0,0,1,1,3,2,2,3
"3515","    pricey       love       keeping     size     fits great  rope straps   adorable",1,0,0,0,2,0,0,0,1,2
"3516","     made great  blouse  details  charming       good weight   sheer   sleeves  perfect  ordered  medium     good fit   glad  put    shopping cart     keeper",0,5,1,1,5,1,3,4,1,6
"3517","    style  cute stripes   love  versatility   design   shirt fits true  size  hides  stomach     places",1,0,1,0,1,0,0,0,1,2
"3518"," ruffle tee  adorable   fabric  light   thin   styling   flattering   figure   forward  wearing    transition piece   stays warm long  fall   south",0,1,0,0,2,1,0,0,2,3
"3519","    xs   shoulder  fit   body   wide        dont   xxs   worked       petite  fabric  soft   denim color  nice   pretty dress   big",0,1,0,0,1,0,0,2,0,2
"3520","",0,0,0,0,0,0,0,0,0,0
"3521","   wide shoulders",0,0,0,0,0,0,0,0,0,0
"3522","",0,0,0,0,0,0,0,0,0,0
"3523","dd chest   wasit big legs  lbs",0,0,0,0,0,0,0,0,0,0
"3524","    cute top      bought  extra small  fits   flowy   shorter        cute  thin  soft  comfortable  wore     model   long jeans   wedge sandals    great   spring day",1,2,0,0,0,0,0,1,2,4
"3525","love  dress  nice quality timeless design   mention  flared sleeves   flattering  dress makes  feel  cute  tiny   struggle  function    shoulder tops  deal     love            perfect fit      amount  give    loose  body size  length  run large  size       understand   petites   sold   modes",1,2,0,1,4,1,1,3,1,6
"3526","   shirt    flutter sleeves  im  disappointed    classic     bit   edge due   sleeves    fitted          covers  bum   dont   hanging      perfect       turquoise       white  ",2,2,3,1,2,3,0,2,3,3
"3527","dress   comfortable great  town  resort  size       size small",0,0,0,0,0,0,0,0,1,0
"3528","gorgeous sleeves flattering necklineand  voluminous torso  loved  fit   top portion    decided  buy  knowing   require alteration  seamstress removed  significant amount  bulk  added vintage buttons  clasp  inverted pleat  find    easy breezy tops create  shapeless  extra volume    front  back creates  needlessly rotund profile  excellent posture  looked  hunched  pregnant   unaltered silh",0,1,0,0,4,0,0,2,0,7
"3529","easy  wear  black  grey   wear   work jacket  necessarily   outwear piece",0,0,0,0,0,1,0,1,2,0
"3530","   fan  flutter sleeves       years    feel     carry     case   shirt bordeaux  found    balance  sleeve  femininity  maturity im  size   jeans  tops  ordered  large   fit beautifully  flattering",0,0,0,1,2,1,0,1,1,3
"3531","loved  sweater   sale price  great       shedding         time  jeans  top  shedding       minutes    imagine        wore   day   return",0,2,0,0,0,0,0,1,0,1
"3532"," sweater   perfect sweater    thingit sheds    simply pick   sweater  shake    hand   large pieces  lint     ground       dark jeans dont purchase   walked    store  salesperson     delineator     hysterical sheds  ",1,2,0,1,1,1,0,2,2,3
"3533","      store   medium  accident thinking     large  loved     front    short     elastic waist    tight  store didnt    size    reading   reviews  decided  order  standard xl online   keeper    sized    ample mid section     flattering    plan  wear    black duster sweater leggings  boots  winter long     wea",0,3,0,1,1,2,1,1,3,3
"3534"," shirt   run  small    chest im debating exchanging    size bc    cute  im            sizes    tight",0,0,0,0,0,0,0,0,1,1
"3535"," ordered   arrive   store    excited       soft  cuddly    baggy   arms   shed  underwhelmed",0,3,0,0,1,0,1,1,1,2
"3536","    sweater      great fall weight  disagree   reviewers    oversized    sleeves  long  found  sleeves        fit        medium        baggier   sleeves     longer    green    happy   color",1,3,1,1,4,2,1,4,3,4
"3537","pretty blush color    neutral   wear     outfit runs true  size imo  wait  wear   fallwinter",0,3,0,0,1,0,0,3,3,1
"3538"," recently    dress  store  decided      immediately fell  love  husband  patiently waiting   dressing area     give  opinion   knew          thoughts   dress   worn  heel flats sandals booties    drawback     high cut   wrapover  front   reviewers    plan  wearing  places   wont  sitting  long periods  time ",0,6,0,0,1,2,0,0,5,3
"3539","        fell  love     feel   sweater  reluctantly bought     sheds  crazy   wanted         trick  stop  shedding   sound strange   worked   charm fold   sweater seal    ziploc bag  pop    freezer   hours bam   shed      completely love  sweater ",1,0,0,1,1,2,2,1,5,4
"3540"," bought  sweater   green  loved     ended  ordering  pink    great  jeans    pencil skirt  silhouette  flattering   sleeves  big dont      im working im   worried   looseness   knit   amount  lint  shed     dont   long     feel      buttons   pink   hanging   thread    pulled     package  ",1,1,1,1,2,2,0,1,4,3
"3541","  love  comfortable  versatile  dress   midi length  perfect  booties  flats   cowl neck  loose  fluid   lays    complaint     minor   tulip skirt doesnt stay closed    walk  sit  reveals   thigh    comfortable showing      mindful   skirt  day  teach high school",1,1,0,0,3,0,1,3,1,4
"3542","   worn   excited       jeans  boots comfy    nice sweater looknot  casual sleeves   long  dont     downsize",0,2,0,0,1,1,1,1,1,1
"3543","beautiful top   angles emphasized  widest fluffy bits   unattractive   ordered size large  material fabric  lace  pretty     arms looked huge    piece   arm hit   bra     visible   couple inches  carry  weight   mid section   short waisted       taller thinner bods",2,3,2,2,3,3,1,4,4,5
"3544","great structure",0,0,0,0,0,0,0,1,0,1
"3545","   excited   coat       catalog  disappointed     stores  faux fur pictured      catalog looked     burnt red brown color   straight  maroon      store id      bit purple  nice thing     detachable    replace        dont   color   decided  buy     fit   coat  lovely  simply stunning",1,3,2,0,2,2,2,2,3,3
"3546","  sheds   cloths  fierce        dont   return    love    love  longer panel   back   side slits nice weight  feel     didnt shed  ",1,1,2,2,2,1,1,1,3,2
"3547","soft versatile comfort        legging",0,1,0,0,1,0,0,1,0,1
"3548"," bought    upcoming lateseptember seaside trip   looked     warm   cooler nights    warm    open weave   received  yesterday   adore     pink color    torn   green   pink   hoping  pink    beige         reviews    happy     close      pink    arms length      beige wi",0,2,0,0,3,0,1,3,1,4
"3549"," vest looked  cute online        vertical seaming   arms     fringe   wide  material   seaming area looked  cheap polyester   pulled slightly   side pockets   didnt lay nicely   top   vest        lay    falls awkwardly open   showing  cheapy material   lined  fits true  size   wear  sm  retailer  purchased ",1,1,0,0,0,0,0,2,3,2
"3550"," shirt makes  feel stylish     put    feel   fashion blogger     comfortable  fits true  size   flattering   bottom    widthpeplum",1,0,0,0,1,1,0,0,2,1
"3551","    greenville sc store   caught  eye  ordered  petite  week    adore  nice embroidery   sparkle  sleeves  voluminous   makes  feel sassy",0,3,0,0,2,0,1,1,0,3
"3552","picked    sale     fence   bright reddishorange coloration     summer    easily  multiple summer pieces   generously cut  made   ive worn   coolerrainy days    brightens    part    launders  ",0,0,0,0,0,1,0,0,1,0
"3553"," top hangs  nicely      blue   received compliments  single time   worn      im tallish  long legs   wear   black leggings  ankle boots love love love ",0,3,0,0,1,3,0,2,3,3
"3554","soft  unique love  sleeves  usual size medium fits perfectly    reviewer  guess  bust  large    flowers     side   directly  breasts         embroidery  itlove",1,0,0,0,1,0,2,1,1,3
"3555"," top   bit   retro flare   adorable    cute   pair  faded boot cut jeans",0,1,0,0,1,0,0,1,0,3
"3556","love  dress   great fabric soft  substantial  similar  sweater material   amazing detail   flower design    unique       good    color  tan  gold flecking  lastly    flattering fit   mention  retro bell sleeves     fun dress   true  size    short hitting   height     knees",0,2,0,0,4,0,2,1,0,6
"3557"," top   mix  materials   silk      shirt material  purchased  dressier wear   material makes   casual    sale price  im keeping  size  runs  tad loose",0,1,0,0,0,0,0,2,1,2
"3558","im  xl  retailer tops   xl fit  expected   blouse   elastic cinched       bust      flattering  cut   sleeves hang open      makes     costume    issues   chiffon type sleeves   match  color   knit fabric    rest   blouse  blouse   good quality       issues     ",0,2,0,0,2,0,1,1,0,3
"3559"," jacket  cute details    front pockets  color    shape     size bigger  marked  felt   sack  potatoes  ",0,0,0,0,0,0,0,0,0,3
"3560","  wanted  love  sadly   thing  noticed   tight     arms    back size     sizes      top   looses  finesse        pant line  bra   difficult     buttons   back   finally good luck taking     make     neckline  dubbed   poor mans pineapple top  couldnt agree  sigh    ",0,4,1,1,4,1,3,3,1,7
"3561"," thought  blouse ran  bit largeswinging wide   hips   bunch   bust area    larger  correct undergarment fixed  problem    ddd  thought  size   perfect",0,2,1,1,1,1,1,3,1,1
"3562"," jacket    shorter    expected     enjoy  cut  fit  ",0,2,0,0,1,0,0,1,0,1
"3563","  batwing  sort  poncholike  sweater   flattering  hangs   unique cut  soft fabric",0,0,0,0,1,0,1,0,0,2
"3564","great cut  high quality fabric  top    nice hourglass shape   love    hangs halfway   butt",0,1,0,0,1,0,0,1,2,3
"3565"," purchased  blue      brilliant royal blue nice color  patterned portion   heavy    nice drape hangs     clingy   loose great top  jeans",0,2,0,0,1,1,0,2,0,2
"3566","   purple version   xs  purchased   sale     great deal   dont wear large prints   loved  print   ruffle detail  feminine   hides  tummy roll       ive worn    times  threads   unraveling  easy fix",0,1,0,0,1,1,1,2,3,1
"3567","   cute top        usual petite size     length sleeves    semiabstract sailboat pattern   style  comfortable  wear   tie   neckline didnt appeal    ultimately    buy ",0,3,0,0,0,0,0,3,1,4
"3568","     structured  shirt  retailer   time   review  love   neckline  perfection  ruched sleeves  long   cover  upper arms  found   bit    added  white cami",0,4,0,0,4,0,1,4,0,4
"3569","",0,0,0,0,0,0,0,0,0,0
"3570","sizing  ordered  xs   wear  small  retailer brands   med    brands size small ts    large  im  tall  lbs   long torso narrow   shoulders  short arms ",0,1,0,0,0,0,0,1,2,0
"3571","",0,0,0,0,0,0,0,0,0,0
"3572","fit loose fitting ts ",0,1,0,0,1,0,0,1,0,1
"3573"," adorable tankwearing   ",0,0,0,0,1,0,0,0,0,1
"3574","fits  curvy girl     wearing  tank underneath   keyhole  show  bit  cleavage",1,0,0,0,0,0,0,1,1,0
"3575","   sizes  sizing ",0,0,0,0,0,0,0,0,0,0
"3576","perfect print  summer",0,1,0,0,1,0,0,1,0,1
"3577","   jumpsuit convert       case   amazed   easy  effortlessly adorable    purchased  black petite   love    super versatile  terms  seasonality  styling options    hourglass figure   draping  fit   piece work  ",0,0,0,1,2,2,0,0,2,3
"3578","    time    brand   fit     super comfortable  love  pockets             fit  ",0,1,0,0,1,0,0,0,0,1
"3579"," shape  awkward  loose  flattering  body  disappears    fabric   bird print wasnt  cute  online returning  ",0,0,0,0,1,0,0,0,0,3
"3580","   maeve shirts      disappoint  purchased  blue  love    agree   reviews    chest    tight   rest   fit  small",1,0,1,0,1,2,0,0,2,3
"3581"," love    dress fits  flares     places making      flattering dresses ive       maeve dresses tend  run  bit big   sized    small im typically    colors    deeperricher  person  made   happy  love  flounce   skirt   adds  swing   dress   draw back   vneck    bit low easy fix   cami  work",1,1,0,0,3,0,0,1,2,3
"3582"," love  cut  shirt  stripes  fun        size due   bust dd  made  lower part   bit  flowy    love  top      bought    prints ",0,2,0,0,2,1,0,1,1,3
"3583","contrary   previous reviewers      top fits      flattering   dont find   long     wear  size small      size   gapping   chest  im     lbs    colors   striped version   pretty  plan  wear      spring     quality issue      received  bunched  stitching   pleats begin    po",1,4,0,0,2,0,0,3,4,4
"3584","    cute shirt  spring  love  colored striping    dress       worn    waiting       warmer",0,0,0,0,1,1,0,0,1,2
"3585","im  huge maeve enthusiast       colors    types  maeve tops   sizing differences  season  season  top   truetosize      recently  petite size     short  tuck    regular worked perfectly  top  roomy flowy   white version  sheer   white tank     perfect  green umbrellas  adorable  great   spruce   wardrobe  spring",0,4,0,0,5,0,1,4,0,7
"3586"," love  shirt    feminine  comfortable    repeat",0,0,0,0,1,0,0,0,0,1
"3587","    shirt online  thought    pretty  person  shirt  flimsy  buttons    theyd fall    didnt   cut   shirt     tighter  top  looser   bottom   return  couldnt justify  cost   quality",0,3,0,0,1,2,0,2,2,2
"3588"," dress    flattering cut  hourglass ladies        medium  sleeves    blousy      perfect    great  boots  booties  fall   wear  thin tank    work   neckline    deep",0,1,0,0,2,1,0,2,2,2
"3589"," top  beautiful   comfortable  soft  relaxed   baggy colors       websiteif  prettier    versatile  flattering top  tucked     sleeves rolled      love ",0,1,0,0,3,0,0,1,0,4
"3590"," details   blouse  lace inset  front  sheer back     great  person      photos  fabric  wonderful    knit   heft   doesnt show  body imperfection  detail   bra  held      wash  ironing      noted  style  versatile  easy  wear   cardigan  blazer  work   pair  skinny jeans  shorts   weekend    positively impressed   color sin",2,1,1,3,1,2,1,4,4,4
"3591","love  colors love  stripes great shape great style buti      topand  pulled   backso       exchange         thati   broad back      fits    adorable shirt",1,0,0,0,2,0,0,1,1,4
"3592"," adore  top  fit  amazing  colors  vibrant   transition beautifully  spring     great  skinny jeans   built small  top size     fit perfectly  buttons   gape  ",0,2,0,0,1,0,1,2,1,2
"3593"," grabbed      sale    state    dont   top  worth full price       wasnt wowed   pay      colors   saturated  person   pretty   cut   length   width  made   overwhelming   size  frame  ordered  xl    wayyyy  big   chest  sizing    large meant   didnt flow   hips      long  ",0,4,1,0,2,0,0,3,1,7
"3594"," ordered  top  sale   glad        small  tops   read   runs small     medium     picked  small     swing top   feature   detailing   gorgeous  paired   jeans   white denim jacket",0,3,0,0,3,0,0,2,1,5
"3595","love  pants   super comfy   flattering     long   manage    alteredbut   risk losing  flare   unfortunate   price",1,2,0,1,2,2,0,1,3,3
"3596","     size      ordered  dress   size small mistake  small  color   dress   lovely   red  orange   order   medium",0,1,0,0,1,2,1,1,2,1
"3597","  love  dress     dressed   wedges  heels   wedding  cocktail party     dressed    cute pair  gladiators  love  pockets  im  happy   purchase   recommend      goto summer dress   occasions",0,1,0,0,2,0,0,2,0,4
"3598","     romper   long time   dont   care   wear bras  taking shower  relax    design   line   top  worries   relaxed romper  texture    silky   wished          light  weight",0,4,1,1,1,1,1,3,2,2
"3599","    arent sold       problem     head   top   beautiful colors  embroidery  quality  good  flattering     price      deal ive     retailer    recommend  top absolutely",0,3,0,1,4,1,2,4,1,6
"3600","love love love  alas   return gorgeous fabric  elegant design  purchased   evening summer wedding   cut   dress   suited   small bust line   short waist  felt   hit   rib cage    natural waist   top half  spilling    neckline   slightly loose   dont  sizing    helped   needed  size  im   lbs     loved   didnt fit  properly  noticed ",1,1,0,0,3,1,0,1,3,4
"3601"," sweatshirt   perfect solution  chilly mornings  evenings sundrys lightweight fleece    warm  cool  fit  true  size  short sleeves   cuter rolled            lot     top  early summer  ",1,2,1,0,1,1,0,2,2,4
